dag,tijd,jaar,gem_intensiteit
Friday,19:15,2023,844.3990024937656
Friday,19:15,2024,835.9550084889644
Friday,19:30,2019,825.5763027295285
Friday,19:30,2020,668.483709273183
Friday,19:30,2021,733.811320754717
Friday,19:30,2022,732.787798408488
Friday,19:30,2023,791.5087281795511
Friday,19:30,2024,784.4227504244482
Friday,19:45,2019,764.3064516129032
Friday,19:45,2020,625.062656641604
Friday,19:45,2021,695.9318320146074
Friday,19:45,2022,680.9071618037135
Friday,19:45,2023,739.5187032418953
Friday,19:45,2024,740.6468590831919
Friday,20:00,2019,712.9181141439205
Friday,20:00,2020,584.4912280701755
Friday,20:00,2021,666.8947048082775
Friday,20:00,2022,626.9257294429708
Friday,20:00,2023,688.8435162094763
Friday,20:00,2024,699.2241086587436
Friday,20:15,2019,690.9019851116625
Friday,20:15,2020,561.1234335839599
Friday,20:15,2021,666.6877662811929
Friday,20:15,2022,605.9814323607427
Friday,20:15,2023,664.0399002493766
Friday,20:15,2024,680.1477079796265
Friday,20:30,2019,651.1265508684863
Friday,20:30,2020,528.704260651629
Friday,20:30,2021,637.7011564211807
Friday,20:30,2022,569.2838196286472
Friday,20:30,2023,624.0972568578553
Friday,20:30,2024,643.7368421052631
Friday,20:45,2019,622.8362282878412
Friday,20:45,2020,504.55889724310777
Friday,20:45,2021,582.1278149726111
Friday,20:45,2022,535.3196286472148
Friday,20:45,2023,598.8977556109726
Friday,20:45,2024,619.0237691001698
Friday,21:00,2019,596.7617866004963
Friday,21:00,2020,483.72869674185466
Friday,21:00,2021,507.0517346317711
Friday,21:00,2022,518.1855111712931
Friday,21:00,2023,580.4538653366584
Friday,21:00,2024,598.2691001697793
Friday,21:15,2019,592.0750620347394
Friday,21:15,2020,476.21804511278197
Friday,21:15,2021,483.5295191722459
Friday,21:15,2022,512.9072444143534
Friday,21:15,2023,576.1514962593516
Friday,21:15,2024,579.0942275042445
Friday,21:30,2019,570.213399503722
Friday,21:30,2020,459.69674185463657
Friday,21:30,2021,467.84114424832626
Friday,21:30,2022,499.23628977657415
Friday,21:30,2023,569.3902743142145
Friday,21:30,2024,563.2249575551783
Friday,21:45,2019,545.575682382134
Friday,21:45,2020,445.23308270676694
Friday,21:45,2021,448.4357881923311
Friday,21:45,2022,495.1415030467163
Friday,21:45,2023,555.0249376558603
Friday,21:45,2024,552.2843803056027
Friday,22:00,2019,547.8188585607941
Friday,22:00,2020,452.2456140350877
Friday,22:00,2021,436.7717589774802
Friday,22:00,2022,507.0769230769231
Friday,22:00,2023,566.206982543641
Friday,22:00,2024,564.6544991511036
Friday,22:15,2019,563.3771712158809
Friday,22:15,2020,469.68671679197996
Friday,22:15,2021,441.97687157638467
Friday,22:15,2022,528.8766578249337
Friday,22:15,2023,589.4638403990025
Friday,22:15,2024,589.393039049236
Friday,22:30,2019,561.8560794044665
Friday,22:30,2020,456.0726817042607
Friday,22:30,2021,421.9117468046257
Friday,22:30,2022,523.5404509283819
Friday,22:30,2023,589.1246882793017
